label	review
pos	"kevin smith is like a big kid . 
his humor is that of a sophisticated juvenile's . 
he grew up idolizing star wars and loves comic books , having also written a few . 
he also has a cult following , mostly composed of teenagers , college students , and smith's own fellow adolescent-minded grownups . 
smith is hilarious in person and in writing , but when he tries to be earnest and moralize , that is when he goes wrong . 
kevin smith is a better writer than director , and he'll be the first to tell you that . 
that might also be part of the reason why his moralizing comes across as so heavy-handed . 
great directors show us their theses instead of having the characters sermonize them . 
this was true in the overrated chasing amy , and it is true for dogma as well . 
that is not to say smith's message is a bad one . 
in dogma , smith tells us that problems arise when people believe beyond any doubt that their insight into god and god's desires is superior to anyone else's . 
basically , dogmatism is bad . 
changing the minds of the dogmatic is virtually impossible , and since the dogmatic believe that they have special insight , they also know what is best for you , whether you like it or not . 
this is not exactly a new message in movies ( see inherit the wind ) , but i have no problems with recycling old ones , particularly since dogma's protesters are proving smith's point . 
smith's own problem with delivering this message is that he beats us over the head with it like we are reading a dogma for dummies book . 
but this is smith's personality , and his simplistic views neglect such adult issues as how does one interpret the bible ( or koran , etc . ) correctly ( or if there even is a correctly ) and how one settles disputes of heretofore dogmatic concerns . 
the story concerns abortion clinic worker bethany ( linda fiorentino ) being chosen by voice of god , metatron ( alan rickman ) , to prevent the destruction of the universe by two fallen angels , bartleby ( ben affleck ) and angel of death , loki ( matt damon ) . 
along the way , forgotten thirteenth apostle , rufus ( chris rock ) , stripper muse serendipity ( salma hayek ) , and slacker duo jay and silent bob ( jason mewes and kevin smith himself ) come to bethany's aid . 
fallen muse , azrael ( jason lee ) , proves to be the behind-the-scenes manipulator for all the chicanery . 
the logical but convoluted plot only exists as an excuse for the jokes and to make smith's points , and in itself , has little dramatic momentum . 
among the supposedly outrageous claims made by the film is that god is a woman , jesus was black , and the bible was written by a bunch of racist , misogynistic white men . 
of course , kevin smith does not necessarily subscribe to these ideas himself . 
they are a metaphor for the fears and insecurities of the dogmatic . 
smith says as much in his amusing disclaimer that precedes the movie . 
when harvey weinstein asked smith to put it into the film before cannes , smith thought it might give validation to protesters' claims that the film was sacrilegious , but then he rethought it and turned the disclaimer into a joke . 
the film's humor is uneven . 
some parts are very funny as when bethany goes for a fire extinguisher when metatron makes a burning-bush kind of entrance . 
but many of the film's jokes just bomb , as in virtually anything involving salma hayek's serendipity . 
also , some of the jokes can be seen coming from a mile away . 
still , smith keeps the zingers coming at a sufficiently rapid pace . 
among the actors , fiorentino and rickman stand out by far . 
fiorentino virtually by herself gives the film emotional weight . 
damon and affleck are fairly lackluster . 
rock and hayek exist in the film pretty much only as comic relief as are mews and smith . 
but the latter duo fare much better because jay and silent bob , who recur in all of smith's movies , are much more in line with smith's brand of humor . 
bud cort , george carlin , janeane garofalo , guinevere turner , and alanis morissette all make cameo appearances . 
"
neg	"the original babe gets my vote as the best family film since the princess bride , and it's sequel has been getting rave reviews from most internet critics , both siskel and ebert sighting it more than a month ago as one of the year's finest films . 
so , naturally , when i entered the screening room that was to be showing the movie and there was nary another viewer to be found , this notion left me puzzled . 
it is a rare thing for a children's movie to be praised this highly , so wouldn't you think that every parent in the entire city would be flocking with their kids to see this supposedly "" magical "" piece of work ? 
a tad bewildered , but pleased to not have to worry about screaming kids and other disruptions that commonly go along with family films , i sat back for 97 minutes and watched intently and with a very open mind , having great expectations for the film . 
looking back , i should have taken the hint and left right when i entered the theater . 
believe me ; i wanted to like babe : pig in the city . 
the plot seemed interesting enough ; after the events that took place in the original , babe the sheep-pig has become a legitimate national phenomenon . 
but after a fateful encounter with a water well , arthur hogget ( james cromwell , who the movie could have used alot more of ) has been rendered bed-ridden for a number of weeks and the farm begins to go under financially . 
the only solution that his wife ( magda szubanski , going from delightfully charming to downright annoying ) can come up with is to make an appearance with their new celebrity pet at a national fair ( i think ) and to use the money they earn to pay off the bank ( set aside for the moment the fact that they could get more than enough cash from donations if they just made their case known to the public ) . 
problem is , the fair is being held in the middle of the dreaded "" city "" , a completely foreign place to both the pig and his companion . 
setting the main plot in motion , mrs . hogget and babe travel to the unnamed city and shack up with a sweet lady who just happens to love to help animals , despite the law that you cannot keep them in hotels . 
it is here that we meet an array of eccentric characters , the most memorable being the family of chimps led by steven wright . 
here is where the film took a wrong turn . 
up until this point , i had being having a rather enjoyable experience . 
the beginning featured some smart writing and funny situations involving the farm animals from the first one and even an inspired moment at the airport where mrs . hogget is accused of smuggling drugs . 
unfortunately , the story wears thin as we are introduced to a new set of animals that reside at the hotel , none of them being even one-tenth as interesting as the characters from the previous babe . 
the main topic of discussion surrounding babe : pig in the city is the question of whether or not it is to dark and disturbing for small children , and i believe it is . 
at one point , a dog is hung from his neck and slowly starts to drown . 
at other times , we are treated to surrealistic flash-backs to mrs . hogget's full cavity search at the airport . 
in fact , the overall tone of the movie is rather bleak and depressing . 
however , that is , as they say , neither here nor there because kids will probably not like the movie anyway . 
the animal characters and their plights were simply not intriguing enough to sustain my interest for an hour and a half , let alone entertain a child . 
another problem i found with the film was it's sudden change of pacing and tone near the end of the story . 
if you're going to make a darker and more sinister sequel , fine . 
it may not be my cup of tea , but at least it is a noble ambition . 
but to go from the downbeat feel of the rest of the movie and all of a sudden have slapstick finale with mrs . hogget swinging from wall-to-wall of a ballroom in elastic overalls ? 
it just didn't feel right and was more painful to watch than it was funny or entertaining , and the same goes for the rest of the movie . 
"
pos	"contact ( pg ) there's a moment late in robert zemeckis's contact where i was reminded of why i started writing movie reviews in the first place . 
we see a scientist , dressed in a silvery space suit , walking tentatively across a narrow walkway leading inside a compact , spherical space pod , unaware of what awaits when the ball literally drops . 
anticipation , excitement , anxiety , fear--the audience experiences it all the emotional tension right with the character , nervously , breathlessly eager to see what lies ahead . 
it is this sense of discovery , the anticipation of which and its accompanying exhilaration , that makes this adaptation of the carl sagan novel such magical , captivating entertainment . 
jodie foster stars as dr . ellie arroway , a brilliant astronomer who dedicates her entire life to searching outer space for extraterrestrial radio signals . 
and i mean life--after losing her entire family when she was young , the only thing occupying ellie's world is this quest to discover life beyond this earth . 
after dealing with much skepticism on the part of government officials and wealthy financiers , ellie receives her vindication when she stumbles upon an incoming radio transmission from the distant star vega , which includes instructions on building an interstellar transport . 
from this synopsis , contact does not sound too different to most films about alien contact , but there is a whole lot more to this intelligent film than the sci-fi hook . 
the alien contact angle generates a great amount of suspense and awe , but perhaps more than anything else , contact is a character study of ellie , whose obsession with empirical , scientific evidence has erased all belief in a higher power . 
the irony is that , while admitting to having no religious faith , she holds onto her belief in extraterrestrial life with such passion and conviction that it becomes , in a sense , a religion in its own right . 
it would be easy for scripters james v . hart and michael goldenberg , in trying to paint a positive image of the heroine , to champion her scientific beliefs over religious ones , but they wisely eschew easy answers , giving equal time to both sides , and in so doing depict ellie as not completely sane . 
in the end , there is no right or wrong , nor is there one side that comes off more positive in the other , even slightly so--there are just two very viable points of view , each with their own merits , each with their own faults . 
the complex role of ellie is an actress's dream , and foster , a virtual shoo-in for yet another best actress oscar nomination next year , more than rises to the challenge . 
she conveys intelligence , determination , warmth , and , in a gutsy move , always on edge . 
we root for ellie and feel for her , but we also feel at times that she goes too far . 
contact is clearly foster's vehicle , but others are given their chance to shine in smaller roles . 
matthew mcconaughey , who receives outrageously high billing for his smallish role , holds his own as the religious counterpoint to ellie , spiritual scholar and government adviser palmer joss ( however , his main storyline , the tentative palmer-ellie romance , is the film's weakest subplot ) . 
john hurt is effectively creepy as s . r . 
hadden , the wealthy eccentric who provides ellie with her research funding . 
angela bassett continues to impress in her bit role as white house aide rachel constantine . 
most memorable of all , though , are tom skerritt and james woods , who play rival scientist dr . david drumlin and national security adviser michael litz , respectively ; both , especially skerritt , embody these asshole characters that the audience hissed just about every single one of their appearances . 
zemeckis comes off of his three-year break in top shape . 
always known as a director of effects-laden extravaganzas , it comes as no surprise that contact's visual effects are quite stunning . 
the central space journey is more than a little reminiscent of the close of 2001 : a space odyssey , but with more advanced technology at his disposal , zemeckis's voyage is even trippier than stanley kubrick's yet more wondrously pure . 
and zemeckis doesn't resist the urge to use the always-interesting incorporate-actors-into-existing-film-footage effect , which is every bit as seamless here as it was in forrest gump . 
effects , however , are confined to only a few scenes and clearly take a back seat to the drama , emotion , and pure wonder , which zemeckis proved to be quite adept at in gump . 
it says a lot that , in a summer science fiction film such as this , it's not so much the effects that stay with you as it is the drama and the issues that are raised . 
the thought-provoking , two-hour-plus contact is a much-welcome change of pace from summer no-brainers , but the fact that it is a smart film does not mean that it also isn't entertaining . 
for all the interesting questions it asks , the film is still what it's being sold as-- "" a journey to the heart of the universe . "" 
and what a fascinating , unforgettable journey it is . 
"
pos	"i've never been a huge fan of jeff bridges , but i loved him in the big lebowski . 
the part of jeff "" the dude "" lebowski was reportedly written specifically with bridges in mind , and the fit is perfect . 
the dude is an unemployed denizen of los angeles , a hippie slob on a bowling team with a soft spot for white russians . 
he's enjoying a leisurely soak in the tub when two thugs break into his apartment demanding to be paid for the money his wife owes . 
after much pleading he convinces them they have the wrong guy , but not before they urinate on his rug . 
the dude assumes that these "" collection agents "" were after another jeff lebowski , a famous millionaire who also lives in l . a . so he goes to meet his namesake to ask for enough money to replace his rug . 
the millionaire refuses , but calls him back when he discovers his wife has been kidnaped . 
he wants the dude to act as go-between for the kidnapers . 
dude and his friend walter ( john goodman ) take on the task , and get caught in an intricate web of kidnapers , millionaires , high schoolers , nihilists , artists , pornographers , thugs , and league bowlers . 
comedy is perhaps the most subjective of genres , so take my recommendation as you will : for me , the big lebowski is very funny . 
it is an incredibly successful comedy , the ratio of laughs to intended jokes much higher than in most films . 
not only are the two leads ( bridges and goodman ) funny separately and together , but each supporting character is a refreshing comic figure . 
all the characters end up as the butt of jokes , but the jokes are always deserved and never contrived . 
each person may be a comic caricature , but there is always a respectful self-acceptance that lets us laugh at these people without condescension . 
the characters are firmly established , and they never change their behavior for a quick , cheap laugh . 
it's not what they do that's funny , it's who they are , which is why the acting is so important , and so successful , in this movie . 
worth mentioning are john turturro as jesus ( that's jee-zus , not hay-soos ) , the greaser bowler who's in a lusty marriage with the game ; julianne moore as the post-post-feminist artist whose work has been described as "" vaginal ; "" steve buscemi as the eager tagalong bowler who is constantly rebuked and ignored by teammates dude and walter ; and sam elliott as the rambling , long-winded narrator . 
aside from the performances , what makes all the characters funny and interesting is the astute dialogue . 
people lose trains of thought , they interrupt , they boast , they repeat themselves , they repeat their friends . . . 
they sound natural . 
taken with fargo , the coen brothers' last film , it is evidence that the brothers are observant listeners and gifted writers . 
ethan coen is not just good at directing actors , he's also good at technical directing . 
he and cinematographr roger deakins created a beautiful world on film . 
perhaps "" beautiful "" is the wrong word ; nihilists , carpet-pissers and thugs are not objects of beauty . 
but the bowling photography and a series of viking/bowling fantasy dream sequences are lovingly photographed , as though the dude himself were in charge of immortalizing them on film . 
all around , the big lebowski is great , solid comedy . 
outstanding acting , writing , direction and photography all combine to make this a great comic success . 
"
neg	"the happy bastard's quick movie review 
damn that y2k bug . 
it's got a head start in this movie starring jamie lee curtis and another baldwin brother ( william this time ) in a story regarding a crew of a tugboat that comes across a deserted russian tech ship that has a strangeness to it when they kick the power back on . 
little do they know the power within . . . 
going for the gore and bringing on a few action sequences here and there , virus still feels very empty , like a movie going for all flash and no substance . 
we don't know why the crew was really out in the middle of nowhere , we don't know the origin of what took over the ship ( just that a big pink flashy thing hit the mir ) , and , of course , we don't know why donald sutherland is stumbling around drunkenly throughout . 
here , it's just "" hey , let's chase these people around with some robots "" . 
the acting is below average , even from the likes of curtis . 
you're more likely to get a kick out of her work in halloween h20 . 
sutherland is wasted and baldwin , well , he's acting like a baldwin , of course . 
the real star here are stan winston's robot design , some schnazzy cgi , and the occasional good gore shot , like picking into someone's brain . 
so , if robots and body parts really turn you on , here's your movie . 
otherwise , it's pretty much a sunken ship of a movie . 
"
pos	"i've noticed something lately that i've never thought of before . 
pseudo- substance - hollywood faking deep meanings in their films . 
have you ever seen a movie that you really enjoyed , then when you look back , you realize there was something missing ? 
more and more , filmmakers seem to be putting out well rehearsed , melodramatic films that evoke strong connotations of being a great film , but if you step aside and reflect on your movie going experience , you may just discover nothing more than elegantly presented fluff . 
i'm not trying to say city of angels is that bad . 
it had a lot going for it , but somewhere along the way , it faltered . 
somehow , underneath the seemingly poetic beauty of it all , there was a gigantic hole somebody covered with iridescent performances and glossy cinematography . 
the predictable ending that shattered our hopes ( even though we saw it coming ) only added to the disappointment . 
but for over an hour , city of angels is well worth the time . 
nicolas cage is seth , a guardian angel who , like hundreds ( likely thousands or even millions ) of other angels , spends eternity watching over the citizens of mortality ; humans never aware of how much celestial intervention occurs in their life . 
meg ryan , in her most subdued performance yet , plays maggie , a doctor who begins to ponder exactly who it is we're fighting against when we fight to keep someone alive . 
after losing a patient on the surgery table , these questions envelope maggie , and seth , the angel who was there to oversee the patient's transition into the afterlife , is immediately captivated by the doctor . 
he begins following and observing maggie , falling more and more in love with her everyday . 
angels , who we quickly learn are not and never were humans , can not experience human sensations such as taste and touch , but they do have the ability to make themselves seen to anyone they desire . 
seth's adoration is too much to resist , and eventually he does appear to maggie , quite regularly , although such a thing seems taboo among the angelic community . 
the angels are interestingly presented , all of them dressed in black and more reminiscent of hitmen than traditional glowing white entities , but it's a nice touch that never seems like a mere attempt at uniqueness . 
cage is a wonderfully versatile actor ( think face/off , raising arizona , and it could happen to you - what a combo ! ) who slips into the role of a heavenly agent quite nicely but threatens sappiness more than once . 
it's nice to see ryan pick up roles like this and the one in courage under fire . 
the two aren't very comparable to each other , but they both deviate from her usual "" intelligently ditzy "" romantic comedy roles , and it's an impressive side of ryan movie goers rarely have the chance to enjoy . 
but even though the two leads do an impressive job , it is dennis franz who grabs us with his interpretation of a hospital patient who knows more than meets the eye . 
it's a shame that with so much going for it , city of angels falters so much in its final stages , leaving us with the realization that an emotionally incredible movie was out there , they just didn't know quite how to get to it . 
they struggle for an impacting conclusion and wind up with painful thud rather than an exhilarating high . 
filmmakers should know your final impression will be the one you linger on , remember , and convey to others thru word of mouth , so after telling us for 60+ minutes that this film is a glorious masterpiece , they sure leave us with a disheartening taste of mediocrity in our mouths . 
based on the german film wings of desire ( that being the english title , of course ) , city of angels is ninety percent success , enough to make most people forgive its shortcomings , even the devastatingly disappointing ending . 
most movie goers , the non-cynics anyway , will be too wrapped up in the surreal atmosphere to give criticism to that which needs to be criticized . 
nonetheless , city of angels is beautifully captivating , which is probably enough to satisfy those poetic viewers who will appreciate a delve into rich emotional territories . 
"
pos	"jarvis cocker of pulp once said that he wrote common people after noticing mike leigh box-sets on the video shelves -- he had a feeling that economic deprivation was becoming a tourist experience for the well-off . 
maybe it's a classic case of displacement : it's easier to see jarvis' own lyrics ( obsessed with acrylic and wood chip on the wall ) as a fetishization of lowlife , rather than leigh's films . 
but it's worth being reminded that drab interiors and a couple of working-class characters don't make for a guarantee of 'authenticity' , let alone a good film . 
it's the triumph of secrets & lies , then , that it goes beyond gestures of sympathy for the common people into a probing of just what it means to seek 'authenticity' and honesty in everyday lives . 
following her adopted mother's funeral , hortense , a young black optometrist , sets out to find her birth mother , and is disturbed to find out that she is white . 
it is cynthia , a factory worker who lives in a shabby house with her perpetually moody daughter roxanne . 
cynthia's younger brother maurice is a successful photographer who has not seen his sister for ages , largely because of his wife's animosity towards her . 
hortense calls up cynthia , who initially breaks down in tears and refuses to see her . 
but their mutually suspicious meeting gives way to a warm friendship eventually . 
cynthia invites hortense to come along to a party , which maurice is hosting . . . 
secrets & lies has a simple enough theme at its heart -- as one character puts it , "" best to tell the truth , isn't it ? 
that way nobody gets hurt . "" . 
but if the film delivers much more than a trite message , it's because we are also shown how hard it can be to face up to ugly truths , even while the evasions and unspoken grievances slowly choke us . 
hence , cynthia's difficulty with acknowledging ( first to herself , then to others ) that hortense is her daughter . 
one of her first reactions to seeing hortense is a sincere denial that she has ever "" been with a black man "" , before a long-suppressed memory seizes her . 
at the party , cynthia's pretense that hortense is her factory co-worker leads her to ever more convoluted lies , as agonizing as they are funny . 
little lies seep into every corner , like maurice pretending that he's "" just dropping by "" when he visits cynthia after much deliberation . 
maurice's job as a photographer gives the film opportunities for side comments on the main theme - a sad-looking bride that maurice coaxes to smile , a couple who pose awkwardly with a prominent wedding ring and argue about his spectacles . 
one of the most startling images is of a beautiful woman with large scars on her face : she says she needs the photo to look "" as bad as possible "" to collect insurance money , yet the short scene leaves you wondering about what untold story lies behind the scars . 
there are occasionally hilarious moments , as when cynthia attempts to give her daughter some unwelcome advice on contraception , "" i've got a dutch cap floating about somewhere upstairs "" ; or when cynthia stares at her own rather pedestrian legs and tells roxanne , "" if you've got it , flaunt it , is what i say . "" 
as played by brenda blethyn , cynthia comes close to being a caricature , with her nervous , somewhat disconnected way of talking . 
but she's really just right for the role of someone who inspires sympathy and yet strains the tolerance of those around her , precisely because she's so needy of love , perhaps . 
indeed , the whole cast gives warmly rounded , detailed performances . 
the script was developed partly through improvisations , and the fusion of cast , script and director shows best in the party scene - seemingly everyone is talking at the same time , and yet many subtle observations are being made throughout . 
in a very different way , but also using a long single shot , the scene of hortense and cynthia's first meeting in a lonely caf=8a achieves a touching intensity , all the more for their reticence and unspoken feelings . 
the film's climax - with all the secrets and lies finally spilled out in ibsen-esque revelations , and everybody hugging each other - is the one thing that seems false about this film . 
however , it's a film that truly earns its happy ending after the misery and repression of the character's lives . 
when cynthia says near the end , this is the life , innit ? , you get the sense that , following the cynicism of his last film naked , leigh has rediscovered that life can be sweet after all , without comforting illusions . 
the flying inkpot's rating system : * wait for the video . 
 * * a little creaky , but still better than staying at home with gotcha ! 
 * * * pretty good , bring a friend . 
 * * * * amazing , potent stuff . 
 * * * * * perfection . 
see it twice . 
"
neg	"terrence malick made an excellent 90 minute film adaptation of james jones' world war ii novel . 
unfortunately , he buried it within an overlong and overreaching 3-hour long pseudo-epic . 
this is a shame because the film features an outstanding performance by nick nolte . 
the best scene is when nick nolte's character , lt . col . tall , is forced to deal with the direct refusal by capt . staros ( elias koteas ) to execute an order . 
nolte's reaction and transformation may be the best work of his career . 
had terrence malick concentrated on the great performances of nolte and koteas as well as those by sean penn , woody harrelson , and john cusack , he could have made a truly great film . 
instead , malick saddled the film with plodding pacing , unnecessary flashbacks , and a voice-over narration all designed to telegraph the great philosophical underpinnings of the story . 
the narration was especially annoying as much of it sounded like very bad high school poetry . 
with a lot of editing , the core story could be transformed into a truly classic war film . 
hopefully , the dvd version of this film will feature options to suppress the narration , and perhaps will even provide for an alternate , shorter version of the film . 
i give this film . 
"
pos	"when bulworth ended , i allowed myself a sigh of relief : ? it is possible for me to enjoy political satire . ? 
there have been several recent political films that didn't do a whole lot for me -- wag the dog , for instance , i found to be an intelligent but heartless film , while primary colors is unbearable and unwatchable in its awfulness . ? 
bulworth is a far better film than these , both in its execution and lasting impression . ? 
it's a tremendously funny and intelligent picture , but it also has an emotional center -- writer/director/star warren beatty allows the audience to identify with his character , and , in turn , we like him and actually care about the story . 
 ? 
beatty plays incumbent democratic senator jay billington bulworth ; the film opens and we see bulworth sobbing as he watches his television spots over and over again . ? 
he hasn't slept in days , nor has he eaten , and , almost instantaneously , he goes insane . 
 ? he's not stark raving mad ( not outright , anyway ) , but he's definitely bonkers . 
 ? it's the final weekend of his campaign , and his assistant , murphy ( oliver platt ) has written him a speech to feed to a group of black people in a church in the ghetto . 
 ? bulworth begins the speech , but suddenly goes off track and just starts being honest . ? 
 "" you mean , "" one lady asks , "" the democratic party doesn't care about the african american community ? "" ? 
 "" well , "" he shouts , laughing , "" isn't that obvious ? "" 
the story is propelled by a device in which bulworth puts out a contract on his own life ( he muses later that it's a bad thing to make decisions when you're suicidal ) ; he keeps seeing a man in sunglasses ( graham beckel ) whom he believes to be the hitman . 
 ? bulworth also meets nina ( halle berry ) with whom he becomes infatuated . 
 ? suddenly , in the short span of this weekend , bulworth's no-nonsense "" truth in politics "" methods become a national sensation , and he shoots ahead in the polls despite the fact that he's appearing on television wearing gang clothes and spewing more profanity than coherent sentences . 
beatty's work on both sides of the camera is excellent . ? 
his script and direction are both extremely sharp , as is the surprisingly strong characterization of bulworth himself . ? 
here is a man who's reached his limit , and his way of lashing back is by screwing over the entire political structure . ? 
i like that the film doesn't take a clear shot at any of the political parties or affiliations , but at politics in general and how everything is run by the rich ( although the anti-rich sentiments do get a bit tiresome by the end of the film ) . ? 
some of the segments are simply hilarious , such as a lengthy rap that he delivers at a luncheon dedicated to him . ? 
much of the film is completely absurd , but that's the fun part about it . ? 
it's an angry , serious film at the core , but the package that beatty has created is so much more accessible than recent attempts in the genre . ? 
what adds to this feeling is beatty's portrayal of bulworth ; this is a performance that deserves recognition on a higher scale . 
 ? beatty is so much fun to watch here -- he's always funny , but he's also subtle in ways that flesh out his character without dialogue or hugely noticeable actions . 
 ? beatty is so good that bulworth , despite his shortcomings as a human being , is an entirely sympathetic and likable character almost from the beginning . 
the supporting cast is vast and colorful . ? 
berry is luminous , as always , and adds to her repertoire of solid supporting roles . ? 
don cheadle has a good role as a drug dealer who uses gun-toting toddlers to do his dirty work . ? 
oliver platt is an actor who should be careful , for someday i fear he may induce a heart attack with the intensity of his acting ( though he's very funny to watch ) . ? paul sorvino adds the southern accent to his list of mastered inflections . 
is bulworth offensive ? ? 
i suppose some may see it that way . ? 
i wasn't offended by the film , but then again , i hardly care about politics . ? 
i think that people who find this film offensive will just be blindsided by the honesty of the story . ? 
the film isn't perfect , of course -- the ending didn't quite work for me , and the a few of the scenes between bulworth and nina feel forced ( although the eclectic dance sequence is fantastic ) . ? 
but these are minor quibbles about an otherwise brilliant film . ? 
bulworth is a smart , uproariously funny picture that proves to me that political satire can scratch far deeper than the surface . ? 
"
neg	"a month ago i wrote that speed 2 was the worst film i've ever reviewed on paper . 
i didn't know at the time that i'd soon encounter and despise batman & robin , which has just overtaken speed 2 as the picture least worthy of your attention this summer . 
as directed by joel schumacher ( who now specializes in batman sequels and john grisham adaptations and isn't very good at either ) , b & r is one long excuse for a taco bell promotion . 
the plot , which has mr . freeze and poison ivy ( uma thurman ) planning to take over gotham city and then "" the vorld "" ( as an oddly ineffective schwarzenegger states ) , is weighted down by repetitive asides about the nature of trust , partnership , blah , blah , blah . 
but morals are not the point of this film--topping each bloated , confusing action scene with next one is . 
the garish art direction and overlit cinematography make this picture oddly comparable to the trashy showgirls . 
since when did gotham city become a giant las vegas hotel ? 
only george clooney comes out on top ; he underplays nicely and pretends like he's in a real movie . 
"
neg	" "" ladybugs "" is a typical comedy that relies on three supposed guarantees : the pathetic team who beats the champs ; cross dressing ; and the presence of rodney dangerfield . 
this picture doesn't play like a comedy for children , so who is it aimed at ? 
and why is it told like a 91-minute sit-com instead of a feature film ? 
rodney dangerfield stars as chester lee , a total schmuck working at a huge corporation . 
he obviously doesn't have a lot of self esteem and thinks he has to kiss up to get ahead , which he does by volunteering to coach the company's girls' soccer team . 
what a shock to learn chester and his assistant julie ( jackee ) know absolutely nothing about the game , and the players seem to know even less . 
i didn't laugh , but for some reason it didn't annoy me that much . 
chester's fiancee bess ( graff ) thinks he got a promotion in addition to the coaching position , and of course she has a slacker for a son who is doing poorly in school and is kicked off the sports teams . 
jonathon brandis is a nice surprise as matthew , who agrees to dress up as a girl named martha to help out chester ( probably because the girl he has a crush on plays on the team - what original story ideas ! ) . 
what we get is just another retread of the "" underdog sports team "" mixed with some cross dressing . 
unfortunately , the film isn't smart enough to play upon the drag aspect . 
in fact , it downplays it so heavily it's totally unbelievable . 
could it be any more obvious martha is a boy ? 
he only wears a girl's wig , without any makeup , and they don't even give him falsies . 
brandis doesn't bother to mimic a girl's voice either . 
then there is a pointless scene where chester and matthew shop for a dress , but for what reason ? 
martha is only seen on the soccer field , why would they buy a dress for her ? 
just when we think the martha character is going to be useful , she disappears , and the story wanders aimlessly looking for a new plot to pick up on . 
when bess discovers what's really going on she breaks up with chester , and the relationship is forgotten about and the film focuses on the soccer team and the tension between chester and his boss . 
this film could've been less bad had it been the cliche sports comedy , but it feels the need to go off on tangents that are completely unnecessary ( and bad at that ) . 
there's just too much of a sit-com feel here , especially during the so-called serious moments , and all the confusion between the characters . 
i've seen worse movies than "" ladybugs , "" but for some reason it contained some sort of bizarre charm , so even when it turns sour it doesn't seem as bad as it is . 
dangerfield finally gets his respect in the end , but at what a price . 
"
neg	"i am continually amazed at movies like this . 
that some producer would waste an abundance of talent and money on a script as abysmal as this one is mind-boggeling , but it seems to happen a lot nowadays . 
 "" wild wild west "" is a beautifully filmed , well acted , and well directed piece of garbage ; and its insipid screenplay is completely at fault . 
in short , this movie is a comedy without laughs . 
so many jokes fall flat that it borderlines surreal . 
the high production values keep it from being a total fiasco , but it's still pretty boring . 
will smith stars as jim west , an old western , r&b variation of the james bond character . 
west is teamed up with artemus gordon ( kevin kline ) , and they're pretty much polar oppisites : west prefers to solve his problems with an array of bullets , gordon traditionally favors a more pacifistic approach . 
talk about deeply developed characters . 
at any rate , this leads to the inevitable conflicts between methodologies , none of which are funny . 
the year is 1869 . 
several top scientists have been abducted , and the suspected culprit is a disgruntled former confederate general , bloodbath mcgrath ( ted levine ) . 
president grant sends west and gordon to investigate . 
there's evidence that mcgrath is attending some sort of confederate reunion in louisiana . 
west and gordon show up and learn that mcgrath is actually working for dr . arliss loveless ( kenneth branagh ) , another disgruntled former confederate . 
as it turns out , loveless plans to use the combined knowledge of the scientests to create the ultimate super weapon , which he will use to conquer the united states . 
i'd go further with the plot , but there isn't any point . 
this film's narrative is little more than a jumbled , unfunny mess . 
i only laughed at a couple of jokes , and then only lightly . 
there isn't one truly uprorously funny moment in this film , and that's pretty disasterous when you consider that it's primarily a comedy . 
as i said , the fault is totally that of the script . 
when you consider their respective roles , will smith and kevil kline do as good as they could have possibly done . 
the leads could've been played samuel l . jackson and robert de niro and the film still would've been awful . 
no one , and i mean no one , can make a line like "" bye bye , mr . knife guy ! "" 
sound good . 
still , this film has a lot going for it visually . 
the set design is fantastic , maybe even oscar worthy . 
the cinematogrophy by michael ballhaus ( who was also behind camera in martin scorsese's brilliant "" goodfellas "" ) , is absolutely stunning . 
he lends the film a much needed exciting , comic bookish look . 
i won't fault barry sonnenfeld either . 
he does a fine job of directing the proceedings , but , like the rest of the people involved with the film , there really isn't anything that he can do to correct its one major flaw . 
despite being beautifully made , "" wild wild west "" becomes quite boring after the half-way point . 
the appeal of the visuals ends long before the film does . 
if "" wild wild west "" didn't look so good , it would be almost insufferable . 
as it is , it's somewhat tolerable , but not very entertaining . 
it hurts to give such a well made movie a score this low , but there isn't anything much worse than an unfunny comedy . 
"
